"AccountType","Owner","Repo","Score","MaxScore","Grade","HasReadme","HasTests","HasCI","HasDocs","DaysSinceLastCommit","RecommendationCount","Recommendations","Strengths"
"Personal","Process-Simulation","ExampleLicencedProduct","25","100","Poor","False","True","False","False","1168","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.2 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","External-Connection-Control-Logix-PLC","15","100","Poor","False","False","False","False","1276","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.5 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","FactoryTalkEcho","15","100","Poor","False","False","False","False","1264","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.5 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","FanucDcsDocumentation","25","100","Poor","False","True","False","False","740","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","FanucVaFileReader","50","100","Needs Work","True","False","False","False","325","4","Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.)","Excellent README documentation; Maintains changelog; Has license file"
"Personal","Process-Simulation","FordFanuc-PS-XML-s","25","100","Poor","False","True","False","False","535","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.5 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","FordFanucVOSS-NextGen","15","100","Poor","False","False","False","False","1731","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.7 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","FordKawasaki","15","100","Poor","False","False","False","False","1608","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.4 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","ImageMaker","25","100","Poor","False","True","False","False","1223","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.4 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","KillSessions","15","100","Poor","False","False","False","False","1571","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.3 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","LicenseDesignGroup","15","100","Poor","False","False","False","False","1437","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.9 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","NewRepo","15","100","Poor","False","False","False","False","727","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","OakvilleFanucTemplates","50","100","Needs Work","True","False","True","False","857","4","Add docs/ folder with technical documentation; Add unit tests (high priority); Add dependency management file (package.json, etc.); Repository inactive for 2.3 years - consider archiving or updating","Excellent README documentation; Maintains changelog; Has license file; Has CI/CD pipeline"
"Personal","Process-Simulation","ParseCFtoXVR","25","100","Poor","False","True","False","False","1237","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.4 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","PsHotFixInstaller","15","100","Poor","False","False","False","False","830","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.3 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","RaveRelicAddOLP","30","100","Poor","False","True","False","False","292","4","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.)","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","RemovePluginXmlEntries","15","100","Poor","False","False","False","False","983","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.7 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","RobotDownloadChecker","10","100","Poor","False","False","False","False","885","7","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.4 years - consider archiving or updating; Clean up TODO/FIXME comments","Maintains changelog; Has license file"
"Personal","Process-Simulation","RobotJointsViewer","15","100","Poor","False","False","False","False","975","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.7 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","RobotOpViewer","25","100","Poor","False","True","False","False","738","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","SAS_Helper","25","100","Poor","False","True","False","False","1208","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.3 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","SchemaRefresh","15","100","Poor","False","False","False","False","1396","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.8 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","Shapes3d","25","100","Poor","False","True","False","False","703","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.9 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","SignalViewer","15","100","Poor","False","False","False","False","794","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.2 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","SimChecker","25","100","Poor","False","True","False","False","717","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","SimulationPlayerViewer","25","100","Poor","False","True","False","False","863","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.4 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","TMX_Launcher","15","100","Poor","False","False","False","False","1577","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.3 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","TxLib","25","100","Poor","False","True","False","False","1213","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.3 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","Process-Simulation","Tx_PlcFunction","15","100","Poor","False","False","False","False","1662","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.6 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","Tx_PlcFunction_BMW","15","100","Poor","False","False","False","False","1662","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.6 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","Tx_PlcFunction_Ford","15","100","Poor","False","False","False","False","1662","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.6 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","V801-Kawasaki-Templates","20","100","Poor","False","False","False","False","327","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.)","Maintains changelog; Has license file"
"Personal","Process-Simulation","VersioningTool","15","100","Poor","False","False","False","False","737","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2 years - consider archiving or updating","Maintains changelog; Has license file"
"Personal","Process-Simulation","Wix4Msi","25","100","Poor","False","True","False","False","730","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","SiemensPlc","TestGit","25","100","Poor","False","True","False","False","1739","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.8 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","SiemensPlc","TestGit1","25","100","Poor","False","True","False","False","1739","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 4.8 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Personal","SiemensPlc","WinCC","25","100","Poor","True","False","False","False","454","8","README is too short (< 100 chars); No installation/setup instructions; No usage examples or code blocks; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.2 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","DES-Group-Systems","bomDashboard","15","100","Poor","False","False","False","False","541","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.5 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","DES-Group-Systems","ERP","25","100","Poor","False","True","False","False","478","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.3 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Work","DES-Group-Systems","House-Atreides-Tournament-Manager","25","100","Poor","False","False","False","False","303","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.)","Maintains changelog; Has license file; Production-ready configuration"
"Work","DES-Group-Systems","systems","15","100","Poor","False","False","False","False","9999","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 27.4 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group-ERP","ERP-Addons","15","100","Poor","False","False","False","False","9999","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 27.4 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","AndreAlmeida","40","100","Needs Work","True","False","False","False","926","5","Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.5 years - consider archiving or updating","Excellent README documentation; Maintains changelog; Has license file"
"Work","Design-Int-Group","AngleConvert","15","100","Poor","False","False","False","False","739","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","CascadedPointCloudFit","45","100","Needs Work","True","False","False","False","1026","5","Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Repository inactive for 2.8 years - consider archiving or updating; Clean up TODO/FIXME comments","Excellent README documentation; Maintains changelog; Has license file; Proper dependency management"
"Work","Design-Int-Group","CatiaConsoleTestApp","20","100","Poor","False","True","False","False","1150","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.2 years - consider archiving or updating; Clean up TODO/FIXME comments","Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","CubicS","15","100","Poor","False","False","False","False","943","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.6 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","DesignGroupActivationManagerUI","60","100","Good","True","True","True","False","572","3","Add docs/ folder with technical documentation; Add dependency management file (package.json, etc.); Repository inactive for 1.6 years - consider archiving or updating","Excellent README documentation; Maintains changelog; Has license file; Has test suite; Has CI/CD pipeline"
"Work","Design-Int-Group","DesignGroupLicencing","50","100","Needs Work","True","True","False","False","572","4","Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.6 years - consider archiving or updating","Excellent README documentation; Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","DesignGroupToolbox","15","100","Poor","False","False","False","False","1390","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.8 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","EventLogger","15","100","Poor","False","False","False","False","1312","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.6 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","FanucTpChecker","50","100","Needs Work","True","True","False","False","884","5","Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.4 years - consider archiving or updating; Clean up TODO/FIXME comments","Excellent README documentation; Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","FPExtractCatia","15","100","Poor","False","False","False","False","9999","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 27.4 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","Helix3dTest","25","100","Poor","False","True","False","False","1403","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.8 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","HubStaffProjectInfo","15","100","Poor","False","False","False","False","851","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.3 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","IKSolver","25","100","Poor","False","True","False","False","717","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","InternalNugetPackages","40","100","Needs Work","True","False","False","False","1201","5","Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.3 years - consider archiving or updating","Excellent README documentation; Maintains changelog; Has license file"
"Work","Design-Int-Group","InverseKinematicsToolbox","25","100","Poor","False","True","False","False","1368","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.7 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","KawaSpot","25","100","Poor","False","True","False","False","940","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.6 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","Kuka-BaseFrame","15","100","Poor","False","False","False","False","1188","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.3 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","LicencedProductExample","15","100","Poor","False","False","False","False","1213","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.3 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","LicenceIssuerApi","35","100","Poor","True","False","False","False","571","7","No installation/setup instructions; No usage examples or code blocks; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.6 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","ModelAnalyzer3D","50","100","Needs Work","True","True","False","False","454","5","Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.2 years - consider archiving or updating; Clean up TODO/FIXME comments","Excellent README documentation; Maintains changelog; Has license file; Has test suite; Production-ready configuration"
"Work","Design-Int-Group","PointCloudCalibration","20","100","Poor","False","True","False","False","611","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 1.7 years - consider archiving or updating; Clean up TODO/FIXME comments","Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","PrecisionAlign","15","100","Poor","False","False","False","False","9999","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 27.4 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","PrecisionAlignment","25","100","Poor","False","True","False","False","794","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.2 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","PrecisionAlignmentOLD","15","100","Poor","False","False","False","False","9999","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 27.4 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","ProgrammingStandards","45","100","Needs Work","True","False","False","False","901","5","Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.5 years - consider archiving or updating","Excellent README documentation; Maintains changelog; Has license file"
"Work","Design-Int-Group","ReleaseDesignGroupSoftware","25","100","Poor","False","True","False","False","1167","5","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 3.2 years - consider archiving or updating","Maintains changelog; Has license file; Has test suite"
"Work","Design-Int-Group","ResearchPLM","15","100","Poor","False","False","False","False","934","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.6 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","RobotCodeSniffer","55","100","Needs Work","True","True","False","False","928","4","Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Repository inactive for 2.5 years - consider archiving or updating; Clean up TODO/FIXME comments","Excellent README documentation; Maintains changelog; Has license file; Has test suite; Proper dependency management"
"Work","Design-Int-Group","SoftwareReleaseExample","15","100","Poor","False","False","False","False","1024","6","Add comprehensive README with description, installation, and usage; Add docs/ folder with technical documentation; Add unit tests (high priority); Set up GitHub Actions or CI/CD; Add dependency management file (package.json, etc.); Repository inactive for 2.8 years - consider archiving or updating","Maintains changelog; Has license file"
"Work","Design-Int-Group","TestLocalLLM","60","100","Good","True","True","False","False","916","3","Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Repository inactive for 2.5 years - consider archiving or updating","Excellent README documentation; Maintains changelog; Has license file; Has test suite; Proper dependency management"
"Work","Design-Int-Group","tree-sitter-FanucTP","70","100","Good","True","True","True","False","891","3","Add docs/ folder with technical documentation; Repository inactive for 2.4 years - consider archiving or updating; Clean up TODO/FIXME comments","Excellent README documentation; Maintains changelog; Has license file; Has test suite; Has CI/CD pipeline; Proper dependency management"
"Work","Design-Int-Group","UpdateManager","60","100","Good","True","True","True","False","914","4","Add docs/ folder with technical documentation; Add dependency management file (package.json, etc.); Repository inactive for 2.5 years - consider archiving or updating; Clean up TODO/FIXME comments","Excellent README documentation; Maintains changelog; Has license file; Has test suite; Has CI/CD pipeline"
"Work","Design-Int-Group","WebGLKinematics","70","100","Good","True","True","False","False","430","3","Add docs/ folder with technical documentation; Set up GitHub Actions or CI/CD; Repository inactive for 1.2 years - consider archiving or updating","Excellent README documentation; Maintains changelog; Has license file; Has test suite; Proper dependency management; Production-ready configuration"
"Work","houseplantstore","theplantstore","90","100","Excellent","True","True","True","True","174","0","","Excellent README documentation; Has additional documentation; Maintains changelog; Has license file; Has test suite; Has CI/CD pipeline; Proper dependency management; Recently active (< 6 months)"
